18722,18729	99	18655,18657,18662,18665,18666,18668,18669,18670,18673,18676,18679,18681,18683,18688,18689,18691,18692,18693,18695,18697,18701,18703,18706,18707,18709,18710,18711,18712,18718,18719,18721,18724,18726,18727,18728,18658,18660,18663,18664,18667,18671,18672,18674,18675,18677,18678,18680,18682,18684,18685,18690,18694,18696,18698,18699,18700,18702,18705,18708,18713,18715,18716,18717,18720,18723,18730,18731,18732,18733,18734,18735,18736,18737,18738,18739,18740,18741,18742,18743,18744,18745,18746,18747,18748,18749,18750,18751,18752,18753,18754,18755,18756,18757,18759,18760,18762,18763,18764,18765
18710,18728	99	18655,18657,18658,18662,18665,18666,18668,18669,18670,18673,18676,18679,18681,18683,18684,18688,18689,18690,18691,18692,18693,18695,18697,18700,18701,18703,18706,18707,18708,18709,18659,18660,18664,18667,18671,18672,18674,18675,18677,18678,18680,18682,18685,18686,18687,18694,18696,18698,18699,18702,18704,18705,18711,18712,18713,18715,18716,18717,18718,18719,18720,18721,18722,18723,18724,18725,18726,18729,18730,18731,18732,18733,18734,18735,18736,18737,18738,18739,18740,18741,18742,18743,18744,18745,18746,18748,18750,18751,18753,18754,18727,18747,18749,18752,18758,18760,18761,18762,18763
18698,18699	99	18655,18657,18658,18662,18665,18666,18668,18669,18670,18671,18673,18676,18679,18681,18683,18684,18685,18688,18689,18690,18691,18692,18693,18695,18696,18697,18660,18705,18714,18717,18720,18732,18741,18745,18749,18751,18756,18757,18759,18761,18765,18774,18777,18778,18782,18789,18791,18798,18700,18701,18703,18706,18707,18708,18709,18710,18711,18712,18713,18715,18718,18719,18721,18722,18723,18724,18726,18727,18728,18729,18730,18731,18734,18735,18736,18737,18738,18739,18740,18742,18743,18747,18748,18752,18753,18754,18758,18760,18762,18763,18764,18766,18767,18768,18769,18770,18772,18775,18776
18683,18688	99	18655,18657,18658,18662,18665,18666,18668,18669,18670,18673,18676,18679,18681,18684,18687,18659,18660,18664,18667,18671,18672,18674,18675,18677,18678,18680,18682,18685,18686,18689,18690,18691,18692,18693,18694,18695,18696,18697,18698,18699,18700,18701,18702,18703,18704,18705,18706,18707,18708,18709,18710,18711,18712,18713,18715,18716,18717,18718,18719,18720,18721,18722,18723,18724,18725,18726,18728,18729,18730,18731,18732,18733,18734,18735,18736,18737,18738,18739,18740,18741,18742,18743,18744,18745,18746,18748,18750,18751,18753,18754,18727,18747,18749,18752,18758,18760,18761,18762,18763
18683,18710	99	18655,18657,18658,18662,18665,18666,18668,18669,18670,18673,18676,18679,18681,18659,18660,18664,18667,18671,18672,18674,18675,18677,18678,18680,18682,18684,18685,18686,18687,18688,18689,18690,18691,18692,18693,18694,18695,18696,18697,18698,18699,18700,18701,18702,18703,18704,18705,18706,18707,18708,18709,18711,18712,18713,18715,18716,18717,18718,18719,18720,18721,18722,18723,18724,18725,18726,18728,18729,18730,18731,18732,18733,18734,18735,18736,18737,18738,18739,18740,18741,18742,18743,18744,18745,18746,18748,18750,18751,18753,18754,18727,18747,18749,18752,18758,18760,18761,18762,18763
18683,18728	99	18655,18657,18662,18665,18666,18668,18669,18670,18673,18676,18679,18681,18688,18689,18691,18692,18693,18695,18697,18701,18703,18706,18707,18709,18710,18711,18712,18718,18719,18721,18722,18724,18726,18727,18658,18659,18660,18664,18667,18671,18672,18674,18675,18677,18678,18680,18682,18684,18685,18686,18687,18690,18694,18696,18698,18699,18700,18702,18704,18705,18708,18713,18715,18716,18717,18720,18723,18725,18729,18730,18731,18732,18733,18734,18735,18736,18737,18738,18739,18740,18741,18742,18743,18744,18745,18746,18748,18750,18751,18753,18754,18747,18749,18752,18758,18760,18761,18762,18763
18666,18668	99	18655,18657,18658,18662,18665,18660,18663,18667,18670,18671,18672,18673,18675,18676,18677,18678,18679,18680,18681,18682,18683,18684,18685,18688,18689,18690,18691,18692,18693,18694,18695,18696,18697,18698,18699,18701,18705,18706,18707,18708,18709,18710,18711,18712,18714,18716,18717,18719,18720,18721,18722,18723,18726,18728,18729,18730,18731,18732,18735,18736,18737,18741,18742,18743,18744,18745,18746,18747,18748,18749,18750,18751,18753,18754,18755,18756,18757,18758,18759,18760,18761,18762,18763,18764,18765,18766,18767,18768,18769,18770,18771,18772,18773,18774,18775,18776,18777,18778,18779
18742,18743	99	18655,18657,18662,18665,18666,18668,18669,18670,18673,18676,18679,18681,18683,18688,18689,18691,18692,18693,18697,18701,18703,18706,18707,18709,18710,18711,18712,18721,18722,18724,18726,18727,18728,18729,18730,18731,18734,18735,18736,18737,18738,18658,18659,18660,18664,18667,18671,18672,18674,18675,18677,18678,18680,18682,18684,18685,18686,18687,18690,18694,18695,18696,18698,18699,18700,18702,18704,18705,18708,18713,18715,18716,18717,18718,18719,18720,18723,18725,18732,18733,18739,18740,18744,18745,18746,18748,18750,18751,18753,18754,18747,18749,18752,18758,18760,18761,18762,18763,18764
18685,18696	99	18655,18657,18658,18662,18665,18666,18668,18669,18670,18671,18673,18676,18679,18681,18683,18684,18687,18688,18689,18690,18691,18692,18693,18695,18660,18698,18699,18705,18714,18717,18720,18732,18741,18745,18749,18751,18756,18757,18759,18761,18765,18774,18777,18778,18782,18789,18791,18798,18697,18700,18701,18702,18703,18706,18707,18708,18709,18710,18711,18712,18713,18715,18718,18719,18721,18722,18723,18724,18726,18727,18728,18729,18730,18731,18734,18735,18736,18737,18738,18739,18740,18742,18743,18747,18748,18752,18753,18754,18758,18760,18762,18763,18764,18766,18767,18768,18769,18770,18772
18681,18707	99	18655,18657,18658,18662,18665,18666,18668,18669,18670,18673,18676,18679,18659,18660,18664,18667,18671,18672,18674,18675,18677,18678,18680,18682,18683,18684,18685,18686,18687,18688,18689,18690,18691,18692,18693,18694,18695,18696,18697,18698,18699,18700,18701,18702,18703,18704,18705,18706,18708,18709,18710,18711,18712,18713,18714,18715,18716,18717,18718,18719,18720,18721,18722,18723,18724,18725,18726,18728,18729,18730,18731,18732,18733,18734,18735,18736,18737,18738,18739,18740,18741,18742,18743,18744,18745,18746,18748,18750,18751,18753,18754,18727,18747,18749,18752,18758,18760,18761,18762
